TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter,Name,Pattern, TYPE_ACC0_MEAN, TYPE_ACC1_MEAN, TYPE_ACC2_MEAN, TYPE_MAG0_MEAN, TYPE_MAG1_MEAN, TYPE_MAG2_MEAN, TYPE_GYRO0_MEAN, TYPE_GYRO1_MEAN, TYPE_GYRO2_MEAN, TYPE_ROTATION0_MEAN, TYPE_ROTATION1_MEAN, TYPE_ROTATION2_MEAN, TYPE_LINEAR0_MEAN, TYPE_LINEAR1_MEAN, TYPE_LINEAR2_MEAN, TYPE_GRAVITY0_MEAN, TYPE_GRAVITY1_MEAN, TYPE_GRAVITY2_MEAN, position_x_MEAN, position_y_MEAN, velocity_x_MEAN, velocity_y_MEAN, pressure_MEAN, size_MEAN, TYPE_ACC0_SD, TYPE_ACC1_SD, TYPE_ACC2_SD, TYPE_MAG0_SD, TYPE_MAG1_SD, TYPE_MAG2_SD, TYPE_GYRO0_SD, TYPE_GYRO1_SD, TYPE_GYRO2_SD, TYPE_ROTATION0_SD, TYPE_ROTATION1_SD, TYPE_ROTATION2_SD, TYPE_LINEAR0_SD, TYPE_LINEAR1_SD, TYPE_LINEAR2_SD, TYPE_GRAVITY0_SD, TYPE_GRAVITY1_SD, TYPE_GRAVITY2_SD, position_x_SD, position_y_SD, velocity_x_SD, velocity_y_SD, pressure_SD, size_SD
19995323,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,748,110,0,0,0.475,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19995323,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,748,110,0,0,0.475,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19995464,-0.10055542,5.7460785,8.427582,-0.10055542,5.7460785,8.427582,-0.10055542,5.7460785,8.427582,-0.10055542,5.7460785,8.427582,-0.2389679,0.26948547,0.29403687,-0.2389679,0.26948547,0.29403687,707.76434,590.0121,-135.12294,4607.37,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19995664,0.19152832,5.4970856,8.169006,0.19152832,5.4970856,8.169006,0.19152832,5.4970856,8.169006,0.19152832,5.4970856,8.169006,0.05760193,-0.034561157,0.0725708,0.05760193,-0.034561157,0.0725708,346.35263,1132.3191,-2607.315,1906.7299,0.75,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19995848,0.22984314,5.6503143,7.752411,0.22984314,5.6503143,7.752411,0.22984314,5.6503143,7.752411,0.22984314,5.6503143,7.752411,0.0622406,0.23641968,-0.42256165,0.0622406,0.23641968,-0.42256165,283.07846,842.24255,1073.8475,-5017.692,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19995967,0.2681427,5.0373993,9.485825,0.2681427,5.0373993,9.485825,0.2681427,5.0373993,9.485825,0.26057434,0.121017456,0.4294281,0.26057434,0.121017456,0.4294281,0.26057434,0.121017456,0.4294281,318,595,0,0,0.26250002,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James,D,0.08857727,5.5114466167,8.6646118333,6.38133748,1.6539001333,-6.2916821667,6.38133748,1.6539001333,-6.2916821667,6.4344634967,-0.9877268507,-10.55492687,6.4344634967,-0.9877268507,-10.55492687,6.4344634967,-0.9877268507,-10.55492687,565.8448766667,577.20665,-248.2839166667,815.7533333333,0.4812500367,0.014379086,0.132339367,0.252287413,0.4494157968,9.6974246229,5.8581922713,23.4324683456,9.6974246229,5.8581922713,23.4324683456,9.6564288802,4.3419332529,20.3665545199,9.6564288802,4.3419332529,20.3665545199,9.6564288802,4.3419332529,20.3665545199,218.2841337798,399.9152857229,1045.0412645622,2681.1552376859,0.1071651844,0.0053578832
19996168,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,774,153,0,0,0.52500004,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996168,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,774,153,0,0,0.52500004,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996282,0.13406372,5.5641174,8.513779,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,741.168,551.6083,280.0613,5232.019,0.52500004,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996499,-0.13885498,5.7891693,8.145065,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,406.64236,1195.3577,-2331.5955,2331.7217,0.52500004,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996732,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,381.2589,815.2739,561.8307,-2669.2207,0.52500004,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996820,0.36869812,5.0134583,9.040497,0.36869812,5.0134583,9.040497,0.36869812,5.0134583,9.040497,0.36869812,5.0134583,9.040497,0.20111084,-0.43423462,0.88809204,0.20111084,-0.43423462,0.88809204,397,655,0,0,0.26250002,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James,D,0.1548182167,5.4867070833,8.4291786667,6.76168053,0.7562434167,-6.110927,6.7711689537,-0.196118662,-7.4302171265,6.7711689537,-0.196118662,-7.4302171265,6.722539193,-2.023663841,-10.1399771648,6.722539193,-2.023663841,-10.1399771648,564.5782116667,587.59103,-463.4924,81.6844666667,0.5458333367,0.0130718962,0.1518618491,0.2412383281,0.4270205913,10.2611253425,7.2459808353,22.3445349799,10.253566182,6.8317225467,21.5692988774,10.253566182,6.8317225467,21.5692988774,10.2905945789,5.5472139554,19.4552108962,10.2905945789,5.5472139554,19.4552108962,256.3141087862,391.9429756765,1012.6794245238,2427.699503338,0.2158799768,0.0059040993
19997021,0.18673706,5.597641,8.667007,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,816,139,0,0,0.4,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997021,0.18673706,5.597641,8.667007,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,816,139,0,0,0.4,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997183,0.21546936,5.4970856,8.188156,0.21546936,5.4970856,8.188156,0.21546936,5.4970856,8.188156,0.21546936,5.4970856,8.188156,0.091278076,-0.020492554,0.08200073,0.091278076,-0.020492554,0.08200073,746.0962,595.61523,-617.3315,2314.381,0.7375,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997367,-0.07182312,5.688614,7.939163,-0.07182312,5.688614,7.939163,-0.014892578,-0.025558472,0.023422241,-0.014892578,-0.025558472,0.023422241,-0.014892578,-0.025558472,0.023422241,-0.014892578,-0.025558472,0.023422241,367.40347,1106.5966,-2441.0059,2441.0935,0.7375,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997534,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,244.9696,890.33435,277.383,-4265.3677,0.7375,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997635,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,268,704,0,0,0.3125,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James,D,0.2561721798,5.6271667667,8.3956576667,6.8550541465,1.40629575,-6.3588181667,3.5343500407,2.4900767115,-0.3144710642,3.5343500407,2.4900767115,-0.3144710642,3.5343500407,2.4900767115,-0.3144710642,3.5343500407,2.4900767115,-0.3144710642,532.4382666667,592.082995,-433.319503505,576.7352166667,0.5416666667,0.0137254912,0.155117125,0.107177195,0.2011969976,10.1888238621,6.5408067682,22.7985839271,8.0718693396,5.4085335434,17.458751134,8.0718693396,5.4085335434,17.458751134,8.0718693396,5.4085335434,17.458751134,8.0718693396,5.4085335434,17.458751134,251.90235188,380.0085481301,907.2612516639,2139.4250661307,0.215300178,0.0069046345
19997803,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,774,160,0,0,0.3625,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997803,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,774,160,0,0,0.3625,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997934,0.20588684,5.7700195,8.59996,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,730.164,563.7292,-334.82104,3541.8574,0.7375,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19998151,0.21546936,5.5018616,8.350967,20.007324,-6.504822,-36.288452,0.083099365,-0.002136231,-0.022369385,0.083099365,-0.002136231,-0.022369385,0.083099365,-0.002136231,-0.022369385,0.083099365,-0.002136231,-0.022369385,373.4656,1106.1611,-2264.9734,2442.5579,0.7375,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19998351,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,275,858.60767,-0.12258103,-2524.004,0.7375,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19998439,0.19152832,5.09964,8.59996,0.19152832,5.09964,8.59996,0.19152832,5.09964,8.59996,0.26689148,0.1320343,0.4386902,0.26689148,0.1320343,0.4386902,0.26689148,0.1320343,0.4386902,282,724,0,0,0.3,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James,D,0.2042973833,5.5146358,8.2320529167,0.2042973833,5.5146358,8.2320529167,0.2042973833,5.5146358,8.2320529167,0.21685791,4.6867015167,6.8718412833,0.2016220093,3.7729416317,5.5167998573,0.2016220093,3.7729416317,5.5167998573,499.1079083333,609.0592616667,-367.800295,343.3459833333,0.6125,0.01633987,0.1714354647,0.2342831492,0.1976705673,0.1714354647,0.2342831492,0.1976705673,0.1714354647,0.2342831492,0.1976705673,0.1730658625,2.2343575944,3.152632581,0.1858689121,2.9079086466,4.0624908154,0.1858689121,2.9079086466,4.0624908154,232.2351651847,345.2780346151,1186.2143855034,2774.7060566579,0.1530931089,0.004584491
19998606,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,723,209,0,0,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19998606,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,723,209,0,0,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19998752,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,681.6009,594.79517,-753.72687,4041.8513,0.675,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19998952,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,335.04718,1053.5575,-2490.534,2241.9136,0.675,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19999119,0.12927246,5.391739,8.240829,0.12927246,5.391739,8.240829,0.12927246,5.391739,8.240829,0.12927246,5.391739,8.240829,0.037857056,-0.09082031,0.110580444,0.037857056,-0.09082031,0.110580444,249.99937,864.0029,1037.4591,-4223.689,0.675,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19999251,0.18673706,5.2959595,8.532928,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,282.01617,686.98376,0,0,0.4125,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James,D,0.1396560665,5.4954809667,8.1466648833,6.22708639,1.0168992667,-6.92475395,6.22708639,1.0168992667,-6.92475395,6.22708639,1.0168992667,-6.92475395,6.22708639,1.0168992667,-6.92475395,6.22708639,1.0168992667,-6.92475395,536.95836,606.8087333333,-489.6971183333,283.77515,0.5479166667,0.01764706,0.1443903001,0.1579083466,0.2398535937,9.3951908596,6.9994470445,23.198679494,9.3951908596,6.9994470445,23.198679494,9.3951908596,6.9994470445,23.198679494,9.3951908596,6.9994470445,23.198679494,9.3951908596,6.9994470445,23.198679494,253.860707603,393.6555614101,1171.0997246175,2503.5620039068,0.0663403472,0.0048029218
19999399,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,783,165,0,0,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19999399,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,783,165,0,0,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19999553,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,732.01483,584.8296,-341.8682,2989.5867,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19999753,-0.004776001,5.6072083,8.149857,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,369.40546,1155.2805,-2848.7852,2677.417,0.575,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19999920,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,272.3137,883.75854,252.47069,-3964.3528,0.575,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000014,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,278,721.03723,0,0,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James,D,0.18195343,5.48511,8.5002034167,0.18195343,5.48511,8.5002034167,0.18195343,5.48511,8.5002034167,0.2105890917,4.6001307467,7.1955209667,0.2105890917,4.6001307467,7.1955209667,0.2105890917,4.6001307467,7.1955209667,467.1440283333,615.009205,-319.2769,-160.7197333333,0.66875,0.0183006543,0.0689914836,0.1230097921,0.2540708872,0.0689914836,0.1230097921,0.2540708872,0.0689914836,0.1230097921,0.2540708872,0.0585417894,2.1933712529,3.3166131713,0.0585417894,2.1933712529,3.3166131713,0.0585417894,2.1933712529,3.3166131713,216.3532093764,361.2785365843,985.9593682699,3344.7889402721,0.0459279327,0.0020250895
20000231,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,671,205,0,0,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000231,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,671,205,0,0,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000388,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,642.9895,573.84625,-728.5751,2988.6895,0.6875,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000605,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,326.73077,1088.323,-2049.0151,2459.0146,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000755,0.0909729,5.439621,8.269562,0.0909729,5.439621,8.269562,0.0909729,5.439621,8.269562,0.26278687,0.12974548,0.4414673,0.26278687,0.12974548,0.4414673,0.26278687,0.12974548,0.4414673,213.1439,896.84875,861.9288,-6412.0225,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000846,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,244.5,714,0,0,0.6875,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James,D,0.0159606935,5.6718571833,8.0700453333,0.0159606935,5.6718571833,8.0700453333,0.0232340495,4.6908492883,6.7279687517,0.0830993662,2.8269882083,4.2634149283,0.0830993662,2.8269882083,4.2634149283,0.0830993662,2.8269882083,4.2634149283,488.4027716667,618.3018166667,-332.7608241667,827.1256833333,0.6145833333,0.0163398703,0.0606887696,0.1551535079,0.3013534941,0.0606887696,0.1551535079,0.3013534941,0.0552572807,2.3258106452,3.2879205054,0.1462433601,3.0186558664,4.341321395,0.1462433601,3.0186558664,4.341321395,0.1462433601,3.0186558664,4.341321395,237.4495339839,348.3556136092,1082.9942207504,2618.4540323855,0.0357217254,0.0045844913
20001150,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,712,227,0,0,0.6,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001150,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,712,227,0,0,0.6,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001255,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,688,585.0276,43.673615,4238.1245,0.6,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001472,-0.03829956,5.8370514,8.097183,-0.03829956,5.8370514,8.097183,0.005340576,-0.04899597,0.04472351,0.005340576,-0.04899597,0.04472351,0.005340576,-0.04899597,0.04472351,0.005340576,-0.04899597,0.04472351,313.7222,1102.7485,-2511.0195,3537.3806,0.6,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001639,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,260.19443,854.0348,470.78094,-2812.751,0.6,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001728,-0.08139038,5.535385,8.75798,-0.08139038,5.535385,8.75798,-0.08139038,5.535385,8.75798,0.26463318,0.13354492,0.44076538,0.26463318,0.13354492,0.44076538,0.26463318,0.13354492,0.44076538,292,695,0,0,0.26250002,0.003921569,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",25,James,D,0.1013488767,5.5784810167,8.4523236667,0.1013488767,5.5784810167,8.4523236667,0.0478744505,4.6486383775,7.081334263,0.21408844,1.9531860233,3.1013793867,0.21408844,1.9531860233,3.1013793867,0.21408844,1.9531860233,3.1013793867,521.6779666667,588.92,-571.8915683333,716.1867833333,0.6062500033,0.0143790855,0.1110753716,0.0351860196,0.1900322439,0.1110753716,0.0351860196,0.1900322439,0.0932932893,2.2942691916,3.4654986071,0.0847386092,2.8193306011,4.1210662871,0.0847386092,2.8193306011,4.1210662871,0.0847386092,2.8193306011,4.1210662871,271.8902011026,355.9664738686,1400.8311206838,2433.0361672086,0.1684024117,0.0053578829
