TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter,,,,,,,,,
19453641,-0.59614563,4.062958,9.423569,20.529175,10.722351,-32.447815,20.529175,10.722351,-32.447815,20.529175,10.722351,-32.447815,0.05445862,0.24345398,0.41479492,0.05445862,0.24345398,0.41479492,586.98663,248.88391,6516.001,-745.9998,0.875,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",45
19453724,-0.8595123,3.866623,9.150635,-0.8595123,3.866623,9.150635,-0.8595123,3.866623,9.150635,0.16798401,0.1085968,0.36309814,0.16798401,0.1085968,0.36309814,0.16798401,0.1085968,0.36309814,1056.6732,198.21552,4149.9165,-35.720764,0.875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",45
19453924,-0.51953125,3.799591,9.083588,-0.51953125,3.799591,9.083588,-0.51953125,3.799591,9.083588,0.17115784,0.106796265,0.36291504,0.17115784,0.106796265,0.36291504,0.17115784,0.106796265,0.36291504,801.08716,690.91284,-5540.1104,5542.8525,0.875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",45
19454024,-0.63446045,3.8714142,9.016556,-0.63446045,3.8714142,9.016556,-0.63446045,3.8714142,9.016556,-0.63446045,3.8714142,9.016556,-0.0552063,0.059402466,-1.37E-04,-0.0552063,0.059402466,-1.37E-04,353.1898,1112.2568,-2560.5076,2314.8442,0.875,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19454146,-0.42855835,3.8331146,9.141052,22.964478,7.5912476,-32.781982,22.964478,7.5912476,-32.781982,22.964478,7.5912476,-32.781982,22.964478,7.5912476,-32.781982,22.964478,7.5912476,-32.781982,245,1225,0,0,0.5,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",46
19454397,-0.84036255,3.9384613,8.571228,-0.84036255,3.9384613,8.571228,-0.84036255,3.9384613,8.571228,-0.84036255,3.9384613,8.571228,-0.1993103,0.018249512,-0.3947296,-0.1993103,0.018249512,-0.3947296,287,270,0,0,0.6875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",46
19454397,-0.84036255,3.9384613,8.571228,-0.84036255,3.9384613,8.571228,-0.84036255,3.9384613,8.571228,-0.84036255,3.9384613,8.571228,-0.1993103,0.018249512,-0.3947296,-0.1993103,0.018249512,-0.3947296,287,270,0,0,0.6875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",46
19454525,-0.6823425,3.799591,9.323013,21.224976,10.02655,-31.77948,21.224976,10.02655,-31.77948,21.224976,10.02655,-31.77948,21.224976,10.02655,-31.77948,21.224976,10.02655,-31.77948,546.65656,240.50488,6310.8174,-1077.9805,0.95,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",46
19454608,-0.59614563,3.7373352,8.820236,-0.59614563,3.7373352,8.820236,-0.59614563,3.7373352,8.820236,-0.59614563,3.7373352,8.820236,0.07017517,-0.06732178,-0.19346619,0.07017517,-0.06732178,-0.19346619,1056.4242,172.55328,3391.5344,-142.08237,0.95,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",46
19454792,-0.6440277,3.8283234,9.131485,-0.6440277,3.8283234,9.131485,-0.6440277,3.8283234,9.131485,-0.6440277,3.8283234,9.131485,0.023788452,0.037109375,0.112075806,0.023788452,0.037109375,0.112075806,798.31903,628.7582,-4165.179,4128.807,0.95,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",46
19454892,-0.6248779,3.890564,9.241608,-0.6248779,3.890564,9.241608,-0.6248779,3.890564,9.241608,-0.6248779,3.890564,9.241608,-0.6248779,3.890564,9.241608,-0.6248779,3.890564,9.241608,340.1162,1114.2042,-3354.862,3729.6594,0.95,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19454973,-0.6584015,3.6846619,9.1458435,-0.6584015,3.6846619,9.1458435,-0.6584015,3.6846619,9.1458435,-0.6584015,3.6846619,9.1458435,-0.015853882,-0.15307617,0.14424133,-0.015853882,-0.15307617,0.14424133,223.06543,1246.0903,0,0,0.6375,0.011764707," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",47
19455298,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,315,304,0,0,0.6375,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",47
19455298,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,-0.69670105,3.9480286,8.829803,315,304,0,0,0.6375,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",47
19455376,-0.4237671,3.9528198,8.633484,-0.4237671,3.9528198,8.633484,-0.4237671,3.9528198,8.633484,-0.4237671,3.9528198,8.633484,-0.4237671,3.9528198,8.633484,-0.4237671,3.9528198,8.633484,572.5109,257.94623,4585.0537,-450.14664,0.6375,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",47
19455493,-0.72543335,4.0342255,9.136261,-0.72543335,4.0342255,9.136261,-0.72543335,4.0342255,9.136261,-0.72543335,4.0342255,9.136261,-0.72543335,4.0342255,9.136261,-0.72543335,4.0342255,9.136261,1048.8428,222,2176.086,-0.030887831,0.90000004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",47
19455676,-0.6440277,3.914505,9.006973,-0.6440277,3.914505,9.006973,-0.6440277,3.914505,9.006973,-0.6440277,3.914505,9.006973,-0.6440277,3.914505,9.006973,-0.6440277,3.914505,9.006973,806.5249,648.4188,-5673.6113,5611.529,0.90000004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",47
19455793,-0.7014923,3.914505,8.8489685,22.790527,9.156799,-31.61316,22.790527,9.156799,-31.61316,22.790527,9.156799,-31.61316,22.790527,9.156799,-31.61316,22.790527,9.156799,-31.61316,347.47723,1108.5227,-2565.2664,2565.5557,0.90000004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19455890,-0.81163025,3.8953552,8.906418,-0.81163025,3.8953552,8.906418,-0.81163025,3.8953552,8.906418,-0.81163025,3.8953552,8.906418,-0.81163025,3.8953552,8.906418,-0.81163025,3.8953552,8.906418,226.68692,1241.3131,0,0,0.575,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",48
19456142,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,185,341,0,0,0.625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",48
19456142,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,-0.5722046,3.9432373,8.815445,185,341,0,0,0.625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",48
19456277,-0.5817871,3.9815521,8.9878235,-0.5817871,3.9815521,8.9878235,-0.5817871,3.9815521,8.9878235,-0.5817871,3.9815521,8.9878235,-0.5817871,3.9815521,8.9878235,-0.5817871,3.9815521,8.9878235,554.0687,253.25446,5462.8115,-946.0843,0.90000004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",48
19456394,-0.59614563,4.000702,8.983032,-0.59614563,4.000702,8.983032,-0.59614563,4.000702,8.983032,-0.59614563,4.000702,8.983032,-0.59614563,4.000702,8.983032,-0.59614563,4.000702,8.983032,1049.4271,191.35681,1931.3754,670.8512,0.90000004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",48
19456561,-0.58657837,3.842682,8.992615,-0.58657837,3.842682,8.992615,-0.58657837,3.842682,8.992615,-0.58657837,3.842682,8.992615,-0.58657837,3.842682,8.992615,-0.58657837,3.842682,8.992615,764.90735,634.3353,-4615.6587,5229.247,0.90000004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",48
19456661,-0.51953125,3.8474731,9.203308,-0.51953125,3.8474731,9.203308,-0.51953125,3.8474731,9.203308,-0.51953125,3.8474731,9.203308,-0.51953125,3.8474731,9.203308,-0.51953125,3.8474731,9.203308,361.0481,1112.9366,-1949.7325,2791.9246,0.90000004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19456775,-0.5243225,4.254486,9.351746,-0.5243225,4.254486,9.351746,-0.5243225,4.254486,9.351746,-0.5243225,4.254486,9.351746,-0.5243225,4.254486,9.351746,-0.5243225,4.254486,9.351746,230.79149,1277.417,0,0,0.275,0.003921569," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",49
19457037,-1.0941467,4.1970215,8.882477,-1.0941467,4.1970215,8.882477,0.030899048,-0.017044067,0.06388855,0.030899048,-0.017044067,0.06388855,0.030899048,-0.017044067,0.06388855,0.030899048,-0.017044067,0.06388855,235,244,0,0,0.83750004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",49
19457037,-1.0941467,4.1970215,8.882477,-1.0941467,4.1970215,8.882477,0.030899048,-0.017044067,0.06388855,0.030899048,-0.017044067,0.06388855,0.030899048,-0.017044067,0.06388855,0.030899048,-0.017044067,0.06388855,235,244,0,0,0.83750004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",49
19457161,-0.84513855,4.1299896,9.423569,-0.84513855,4.1299896,9.423569,-0.84513855,4.1299896,9.423569,-0.84513855,4.1299896,9.423569,-0.84513855,4.1299896,9.423569,-0.84513855,4.1299896,9.423569,632.64215,217.922,6593.4683,-610.4915,0.83750004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",49
19457228,-0.6152954,3.7947998,8.925583,-0.6152954,3.7947998,8.925583,-0.04472351,0.100128174,-0.034088135,-0.04472351,0.100128174,-0.034088135,-0.04472351,0.100128174,-0.034088135,-0.04472351,0.100128174,-0.034088135,1083.1804,180.04822,6244.333,-367.2001,0.83750004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",49
19457428,-0.8211975,3.8570557,9.476242,22.964478,8.982849,-30.778503,22.964478,8.982849,-30.778503,22.964478,8.982849,-30.778503,22.964478,8.982849,-30.778503,22.964478,8.982849,-30.778503,837.0411,655.9199,-4848.2285,4331.832,0.83750004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",49
19457545,-0.6584015,3.9001465,8.734039,-0.6584015,3.9001465,8.734039,-0.6584015,3.9001465,8.734039,-0.6584015,3.9001465,8.734039,-0.6584015,3.9001465,8.734039,-0.6584015,3.9001465,8.734039,321.8728,1122.7583,-2395.828,2753.4407,0.83750004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19457661,-0.84036255,3.861847,9.222458,-0.84036255,3.861847,9.222458,-0.84036255,3.861847,9.222458,-0.84036255,3.861847,9.222458,-0.19302368,-0.08648682,0.26919556,-0.19302368,-0.08648682,0.26919556,206,1255,0,0,0.275,0.003921569," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",50
19457869,-0.7302246,4.096466,9.1458435,-0.7302246,4.096466,9.1458435,-0.7302246,4.096466,9.1458435,-0.7302246,4.096466,9.1458435,-0.08274841,0.1267395,0.20214844,-0.08274841,0.1267395,0.20214844,296,323,0,0,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",50
19457869,-0.7302246,4.096466,9.1458435,-0.7302246,4.096466,9.1458435,-0.7302246,4.096466,9.1458435,-0.7302246,4.096466,9.1458435,-0.08274841,0.1267395,0.20214844,-0.08274841,0.1267395,0.20214844,296,323,0,0,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",50
19458012,-0.8020477,4.0198517,9.452301,23.313904,8.287048,-30.444336,-0.002120972,-0.002120972,0.011703491,-0.002120972,-0.002120972,0.011703491,-0.002120972,-0.002120972,0.011703491,-0.002120972,-0.002120972,0.011703491,569.702,274.47113,5895.844,-836.2315,0.77500004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",50
19458096,-0.74458313,3.8522644,9.227249,-0.74458313,3.8522644,9.227249,-0.74458313,3.8522644,9.227249,-0.74458313,3.8522644,9.227249,-0.74458313,3.8522644,9.227249,-0.74458313,3.8522644,9.227249,1080.5674,182.9599,4062.2393,-689.3368,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",50
19458313,-0.6152954,3.7708588,8.93515,-0.6152954,3.7708588,8.93515,-0.6152954,3.7708588,8.93515,-0.6152954,3.7708588,8.93515,-0.6152954,3.7708588,8.93515,-0.6152954,3.7708588,8.93515,814.69775,729.12805,-4820.9595,5374.9087,0.77500004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",50
19458430,-0.76852417,3.9432373,8.939941,-0.76852417,3.9432373,8.939941,-0.76852417,3.9432373,8.939941,-0.76852417,3.9432373,8.939941,-0.76852417,3.9432373,8.939941,-0.76852417,3.9432373,8.939941,386.68488,1182.1201,-2076.4941,1953.2068,0.77500004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19458552,-0.8643036,4.0390167,8.743622,-0.8643036,4.0390167,8.743622,-0.8643036,4.0390167,8.743622,-0.8643036,4.0390167,8.743622,-0.8643036,4.0390167,8.743622,-0.8643036,4.0390167,8.743622,287,1266,0,0,0.375,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",51
19458777,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,358,274,0,0,0.55,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",51
19458777,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,-0.9169769,4.120407,8.939941,358,274,0,0,0.55,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",51
19458914,-0.7733154,4.067734,9.533707,24.183655,8.460999,-31.947327,24.183655,8.460999,-31.947327,0.1738739,0.11248779,0.3774414,0.1738739,0.11248779,0.3774414,0.1738739,0.11248779,0.3774414,602.1991,236.52814,6180.6235,-980.83136,0.8125,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",51
19458997,-0.59135437,3.799591,8.983032,-0.59135437,3.799591,8.983032,0.006393433,0.059646606,-0.03303528,0.006393433,0.059646606,-0.03303528,0.15411377,-0.111465454,0.021087646,0.15411377,-0.111465454,0.021087646,1100.0804,180,3119.2964,-0.011661292,0.8125,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",51
19459181,-0.74458313,3.9240875,8.997406,-0.74458313,3.9240875,8.997406,0.07777405,-0.09906006,0.017028809,0.07777405,-0.09906006,0.017028809,0.07777405,-0.09906006,0.017028809,0.07777405,-0.09906006,0.017028809,779.53827,664.2761,-7598.138,6616.924,0.8125,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",51
19459281,-0.7493744,4.0198517,9.198517,-0.7493744,4.0198517,9.198517,-0.7493744,4.0198517,9.198517,0.17713928,0.11143494,0.37705994,0.17713928,0.11143494,0.37705994,0.17713928,0.11143494,0.37705994,331.46817,1108.1498,-2679.827,3044.5234,0.8125,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19459353,-0.51474,3.823532,9.160202,-0.51474,3.823532,9.160202,-0.51474,3.823532,9.160202,-0.51474,3.823532,9.160202,-0.51474,3.823532,9.160202,-0.51474,3.823532,9.160202,260,1201.5,0,0,0.5,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",52
19459640,-0.97442627,4.0533752,8.705307,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,255,236,0,0,0.7,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",52
19459640,-0.97442627,4.0533752,8.705307,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,22.442627,7.7651978,-30.27649,255,236,0,0,0.7,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",52
19459765,-0.4955902,3.8762054,8.710098,-0.4955902,3.8762054,8.710098,-0.11076355,0.064971924,-0.050079346,-0.11076355,0.064971924,-0.050079346,-0.11076355,0.064971924,-0.050079346,-0.11076355,0.064971924,-0.050079346,633.86615,227.61786,5585.5693,-866.7212,0.7,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",52
19459848,-0.9217529,4.1251984,9.433151,23.835754,9.5047,-31.278992,23.835754,9.5047,-31.278992,0.17352295,0.116363525,0.378891,0.17352295,0.116363525,0.378891,0.17352295,0.116363525,0.378891,1047.7571,181.68689,3039.4077,-253.22278,0.7,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",52
19460015,-0.7158661,3.9432373,8.978256,23.487854,8.113098,-30.610657,23.487854,8.113098,-30.610657,23.487854,8.113098,-30.610657,23.487854,8.113098,-30.610657,23.487854,8.113098,-30.610657,791.4855,608.5867,-5486.391,5679.9307,0.7,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",52
19460116,-0.5722046,4.2113953,9.102753,-0.5722046,4.2113953,9.102753,-0.5722046,4.2113953,9.102753,-0.5722046,4.2113953,9.102753,-0.5722046,4.2113953,9.102753,-0.5722046,4.2113953,9.102753,327.30933,1111.6384,-3894.4846,4192.788,0.7,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19460215,-0.56741333,4.0437927,9.28949,-0.56741333,4.0437927,9.28949,-0.56741333,4.0437927,9.28949,-0.56741333,4.0437927,9.28949,-0.56741333,4.0437927,9.28949,-0.56741333,4.0437927,9.28949,157,1289,0,0,0.375,0.011764707," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",53
19460442,-0.84513855,4.158722,9.09317,-0.84513855,4.158722,9.09317,-0.84513855,4.158722,9.09317,0.1825409,0.117889404,0.37919617,0.1825409,0.117889404,0.37919617,0.1825409,0.117889404,0.37919617,163,380,0,0,0.83750004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",53
19460442,-0.84513855,4.158722,9.09317,-0.84513855,4.158722,9.09317,-0.84513855,4.158722,9.09317,0.1825409,0.117889404,0.37919617,0.1825409,0.117889404,0.37919617,0.1825409,0.117889404,0.37919617,163,380,0,0,0.83750004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",53
19460583,-0.63446045,4.1012573,8.710098,-0.63446045,4.1012573,8.710098,-0.63446045,4.1012573,8.710098,-0.63446045,4.1012573,8.710098,-0.63446045,4.1012573,8.710098,-0.63446045,4.1012573,8.710098,591.4169,294.0459,5497.5464,-999.92676,0.83750004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",53
19460666,-0.94091797,3.914505,8.959091,-0.94091797,3.914505,8.959091,-0.94091797,3.914505,8.959091,-0.94091797,3.914505,8.959091,-0.94091797,3.914505,8.959091,-0.94091797,3.914505,8.959091,1030.3503,214.95178,3120.8467,-111.98811,0.83750004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",53
19460867,-0.6536102,4.072525,8.820236,-0.6536102,4.072525,8.820236,-0.6536102,4.072525,8.820236,-0.6536102,4.072525,8.820236,-0.6536102,4.072525,8.820236,-0.6536102,4.072525,8.820236,776.433,678.1101,-5212.374,5716.7764,0.83750004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",53
19460983,-0.4237671,4.0150757,9.174576,-0.4237671,4.0150757,9.174576,-0.4237671,4.0150757,9.174576,-0.4237671,4.0150757,9.174576,-0.4237671,4.0150757,9.174576,-0.4237671,4.0150757,9.174576,352.81824,1170.595,-2252.1987,2709.0542,0.83750004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19461081,-0.8164215,4.09169,9.246399,-0.8164215,4.09169,9.246399,-0.8164215,4.09169,9.246399,-0.8164215,4.09169,9.246399,-0.8164215,4.09169,9.246399,-0.8164215,4.09169,9.246399,235.70107,1313,0,0,0.575,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",54
19461300,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,237,338,0,0,0.375,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",54
19461300,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,-0.88345337,4.1970215,8.767563,237,338,0,0,0.375,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",54
19461417,-0.8643036,3.9432373,9.054871,-0.8643036,3.9432373,9.054871,-0.8643036,3.9432373,9.054871,0.1784668,0.1161499,0.384964,0.1784668,0.1161499,0.384964,0.1784668,0.1161499,0.384964,556.0998,298.9267,5761.756,-432.40045,0.825,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",54
19461501,-1.0270996,4.062958,9.208099,-1.0270996,4.062958,9.208099,-1.0270996,4.062958,9.208099,-1.0270996,4.062958,9.208099,-1.0270996,4.062958,9.208099,-1.0270996,4.062958,9.208099,1055.0096,249.53033,4040.581,-378.5911,0.825,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",54
19461684,-0.45729065,3.8091736,8.805862,-0.45729065,3.8091736,8.805862,-0.45729065,3.8091736,8.805862,-0.45729065,3.8091736,8.805862,-0.45729065,3.8091736,8.805862,-0.45729065,3.8091736,8.805862,841.1574,692.6046,-6386.358,5492.6064,0.825,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",54
19461784,-0.9792175,4.048584,9.25119,-0.9792175,4.048584,9.25119,-0.9792175,4.048584,9.25119,0.17747498,0.11254883,0.38591003,0.17747498,0.11254883,0.38591003,0.17747498,0.11254883,0.38591003,408.467,1145.744,-2915.678,3170.6174,0.825,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19461883,-0.5051727,4.1012573,9.102753,23.835754,7.4172974,-31.278992,23.835754,7.4172974,-31.278992,23.835754,7.4172974,-31.278992,0.1457367,0.11836243,0.16503906,0.1457367,0.11836243,0.16503906,276.92072,1266.0476,0,0,0.4,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",55
19462139,-0.59135437,4.144348,8.844177,-0.59135437,4.144348,8.844177,0.094818115,0.005325317,-0.028762817,0.094818115,0.005325317,-0.028762817,0.094818115,0.005325317,-0.028762817,0.094818115,0.005325317,-0.028762817,277,288,0,0,0.375,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",55
19462139,-0.59135437,4.144348,8.844177,-0.59135437,4.144348,8.844177,0.094818115,0.005325317,-0.028762817,0.094818115,0.005325317,-0.028762817,0.094818115,0.005325317,-0.028762817,0.094818115,0.005325317,-0.028762817,277,288,0,0,0.375,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",55
19462235,-0.6919098,3.909729,9.227249,-0.6919098,3.909729,9.227249,-0.6919098,3.909729,9.227249,-0.6919098,3.909729,9.227249,-0.6919098,3.909729,9.227249,-0.7056885,3.9995117,8.926025,586.3807,251.63684,7513.358,-1268.6957,0.8125,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",55
