TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter,,,,,,,,,
19462302,-0.4524994,3.9815521,8.925583,-0.4524994,3.9815521,8.925583,-0.4524994,3.9815521,8.925583,-0.4524994,3.9815521,8.925583,-0.4524994,3.9815521,8.925583,-0.4524994,3.9815521,8.925583,1054.7399,180.02893,5475.475,-455.77264,0.8125,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",55
19462502,-0.72543335,3.9384613,9.131485,-0.72543335,3.9384613,9.131485,-0.72543335,3.9384613,9.131485,-0.72543335,3.9384613,9.131485,-0.72543335,3.9384613,9.131485,-0.72543335,3.9384613,9.131485,808.01855,651.83044,-6623.6074,5724.6377,0.8125,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",55
19462602,-0.49079895,4.0390167,9.045288,-0.49079895,4.0390167,9.045288,-0.49079895,4.0390167,9.045288,-0.49079895,4.0390167,9.045288,-0.49079895,4.0390167,9.045288,-0.49079895,4.0390167,9.045288,336.42642,1097.555,-2749.0376,2749.044,0.8125,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19462673,-0.8978119,3.9671783,9.021347,-0.8978119,3.9671783,9.021347,-0.8978119,3.9671783,9.021347,-0.8978119,3.9671783,9.021347,-0.8978119,3.9671783,9.021347,-0.8978119,3.9671783,9.021347,236,1210,0,0,0.475,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",56
19462937,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,253,325,0,0,0.625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",56
19462937,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,-0.9504852,4.2832184,8.992615,253,325,0,0,0.625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",56
19463052,-0.6009369,4.000702,8.901627,-0.6009369,4.000702,8.901627,-0.6009369,4.000702,8.901627,-0.6009369,4.000702,8.901627,0.10444641,-0.061798096,0.00402832,0.10444641,-0.061798096,0.00402832,625.78345,278.1405,6422.7334,-1376.1217,0.8875,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",56
19463136,-0.84513855,4.158722,8.781921,-0.84513855,4.158722,8.781921,-0.84513855,4.158722,8.781921,-0.84513855,4.158722,8.781921,-0.84513855,4.158722,8.781921,-0.84513855,4.158722,8.781921,1072.6482,213.09045,3238.8647,-66.49367,0.8875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",56
19463302,-0.7206421,3.93367,8.944733,24.357605,8.634949,-30.444336,0.0234375,-0.039413452,0.006378174,0.17660522,0.119766235,0.39242554,0.17660522,0.119766235,0.39242554,0.17660522,0.119766235,0.39242554,831.82996,612.87634,-5837.7285,5471.365,0.8875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",56
19463419,-0.81163025,4.0581665,8.9543,-0.81163025,4.0581665,8.9543,-0.81163025,4.0581665,8.9543,-0.81163025,4.0581665,8.9543,-0.1267395,0.018692017,0.04473877,-0.1267395,0.018692017,0.04473877,317.19165,1093.559,-3125.9148,2625.1262,0.8875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19463512,-0.4860077,4.134781,9.083588,24.357605,6.5460205,-30.444336,0.10014343,0.18321228,-0.040481567,0.17956543,0.11973572,0.39089966,0.17956543,0.11973572,0.39089966,0.17956543,0.11973572,0.39089966,190.5,1208.5,0,0,0.3375,0.011764707," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",57
19463757,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,249,345,0,0,0.8,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",57
19463757,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,-1.1372375,4.1683044,8.973465,249,345,0,0,0.8,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",57
19463886,-0.57699585,4.1922455,9.236816,-0.57699585,4.1922455,9.236816,0.001068115,0.022354126,-0.015991211,0.001068115,0.022354126,-0.015991211,0.001068115,0.022354126,-0.015991211,0.001068115,0.022354126,-0.015991211,597.2975,282.95264,6020.0024,-1379.2429,0.8,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",57
19463986,-0.91218567,4.09169,8.983032,-0.91218567,4.09169,8.983032,-0.91218567,4.09169,8.983032,-0.91218567,4.09169,8.983032,-0.91218567,4.09169,8.983032,-0.91218567,4.09169,8.983032,1034.7067,248.607,2251.5396,870.9342,0.8,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",57
19464137,-0.6536102,3.9815521,8.882477,-0.6536102,3.9815521,8.882477,-0.6536102,3.9815521,8.882477,-0.6536102,3.9815521,8.882477,-0.6536102,3.9815521,8.882477,-0.6536102,3.9815521,8.882477,826.6351,646.60144,-4271.1606,4644.3633,0.8,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",57
19464254,-0.7302246,4.144348,8.906418,-0.7302246,4.144348,8.906418,-0.7302246,4.144348,8.906418,-0.7302246,4.144348,8.906418,-0.7302246,4.144348,8.906418,-0.7302246,4.144348,8.906418,373.7937,1160.8705,-2404.3958,2782.9514,0.8,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19464363,-0.58657837,4.316742,9.11232,-0.58657837,4.316742,9.11232,-0.58657837,4.316742,9.11232,-0.58657837,4.316742,9.11232,0.14393616,0.24450684,0.22131348,0.14393616,0.24450684,0.22131348,271,1275,0,0,0.5125,0.003921569," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",58
19464609,-0.7110748,4.187454,8.844177,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,214,293,0,0,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",58
19464609,-0.7110748,4.187454,8.844177,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,23.487854,5.328369,-29.943848,214,293,0,0,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",58
19464738,-0.63446045,4.0533752,9.461884,-0.63446045,4.0533752,9.461884,-0.63446045,4.0533752,9.461884,-0.63446045,4.0533752,9.461884,0.07002258,0.030670166,0.5461731,0.07002258,0.030670166,0.5461731,591.3918,216.82513,6311.345,-883.2691,0.77500004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",58
19464821,-0.8595123,4.0390167,9.064438,-0.8595123,4.0390167,9.064438,-0.8595123,4.0390167,9.064438,-0.8595123,4.0390167,9.064438,-0.8595123,4.0390167,9.064438,-0.8595123,4.0390167,9.064438,1094.3408,148.36432,3828.0168,-29.23487,0.77500004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",58
19465005,-0.8930359,3.866623,9.150635,-0.8930359,3.866623,9.150635,-0.8930359,3.866623,9.150635,-0.8930359,3.866623,9.150635,-0.8930359,3.866623,9.150635,-0.8930359,3.866623,9.150635,774.3024,685.2727,-6335.733,5954.3154,0.77500004,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",58
19465088,-0.6392517,4.1922455,9.160202,-0.6392517,4.1922455,9.160202,-0.6392517,4.1922455,9.160202,-0.6392517,4.1922455,9.160202,-0.6392517,4.1922455,9.160202,-0.6392517,4.1922455,9.160202,355.31128,1118.6887,-3024.3877,2963.635,0.77500004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19465184,-0.55784607,4.09169,9.164993,-0.55784607,4.09169,9.164993,-0.55784607,4.09169,9.164993,-0.55784607,4.09169,9.164993,-0.55784607,4.09169,9.164993,-0.55784607,4.09169,9.164993,218.64127,1258.3588,0,0,0.275,0.003921569," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",59
19465465,-0.82598877,4.163513,8.858536,-0.82598877,4.163513,8.858536,0.013854981,-0.017044067,0.051116943,0.013854981,-0.017044067,0.051116943,0.013854981,-0.017044067,0.051116943,0.013854981,-0.017044067,0.051116943,258,273,0,0,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",59
19465465,-0.82598877,4.163513,8.858536,-0.82598877,4.163513,8.858536,0.013854981,-0.017044067,0.051116943,0.013854981,-0.017044067,0.051116943,0.013854981,-0.017044067,0.051116943,0.013854981,-0.017044067,0.051116943,258,273,0,0,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",59
19465572,-0.4668579,3.9288788,9.07402,-0.4668579,3.9288788,9.07402,-0.4668579,3.9288788,9.07402,-0.4668579,3.9288788,9.07402,-0.4668579,3.9288788,9.07402,-0.4668579,3.9288788,9.07402,546.4715,257.94342,6694.6187,-212.2085,0.77500004,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",59
19465656,-0.58657837,3.8953552,8.968674,24.009705,6.895447,-31.77948,24.009705,6.895447,-31.77948,24.009705,6.895447,-31.77948,24.009705,6.895447,-31.77948,24.009705,6.895447,-31.77948,1085.7482,210.19867,3565.277,-191.08206,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",59
19465839,-0.6105194,3.9863434,8.667007,23.487854,5.328369,-30.944824,23.487854,5.328369,-30.944824,23.487854,5.328369,-30.944824,23.487854,5.328369,-30.944824,23.487854,5.328369,-30.944824,789.00555,658.0947,-4993.197,4920.3716,0.77500004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",59
19465956,-0.60572815,3.9911194,9.030914,-0.60572815,3.9911194,9.030914,-0.60572815,3.9911194,9.030914,-0.60572815,3.9911194,9.030914,-0.60572815,3.9911194,9.030914,-0.60572815,3.9911194,9.030914,357.04938,1081.886,-2120.3374,2369.4033,0.77500004,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19466063,-0.533905,4.1491394,8.992615,22.790527,7.7651978,-31.278992,0.055404663,0.19386292,-0.036224365,0.055404663,0.19386292,-0.036224365,0.055404663,0.19386292,-0.036224365,0.055404663,0.19386292,-0.036224365,243,1229.5,0,0,0.5,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",60
19466343,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,212,283,0,0,0.7625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",60
19466343,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,-0.75416565,4.1922455,8.671783,212,283,0,0,0.7625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",60
19466456,-0.38545227,3.9815521,9.25119,-0.38545227,3.9815521,9.25119,-0.38545227,3.9815521,9.25119,-0.38545227,3.9815521,9.25119,0.3479004,-0.057296753,0.34519958,0.3479004,-0.057296753,0.34519958,632.28784,224.0108,6595.219,-633.9548,0.7625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",60
19466523,-0.8211975,4.067734,8.71489,-0.8211975,4.067734,8.71489,-0.8211975,4.067734,8.71489,-0.8211975,4.067734,8.71489,-0.8211975,4.067734,8.71489,-0.8211975,4.067734,8.71489,1057.9678,168.3742,3983.9595,-335.07257,0.7625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",60
19466707,-0.806839,4.1683044,8.963882,-0.806839,4.1683044,8.963882,-0.806839,4.1683044,8.963882,-0.806839,4.1683044,8.963882,-0.806839,4.1683044,8.963882,-0.806839,4.1683044,8.963882,840.36316,624.1865,-5257.7656,5383.2017,0.7625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",60
19466807,-0.6152954,4.096466,9.241608,-0.6152954,4.096466,9.241608,-0.6152954,4.096466,9.241608,-0.6152954,4.096466,9.241608,-0.6152954,4.096466,9.241608,-0.6152954,4.096466,9.241608,374.34488,1086.6552,-2839.6487,2839.6472,0.7625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19466895,-0.74458313,4.182663,9.045288,-0.74458313,4.182663,9.045288,-0.74458313,4.182663,9.045288,-0.74458313,4.182663,9.045288,-0.74458313,4.182663,9.045288,-0.74458313,4.182663,9.045288,240,1223,0,0,0.4625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",61
19467167,-0.74458313,4.1683044,8.882477,23.138428,6.3720703,-29.943848,23.138428,6.3720703,-29.943848,0.18418884,0.12434387,0.39289856,0.18418884,0.12434387,0.39289856,0.18418884,0.12434387,0.39289856,267,225,0,0,0.7625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",61
19467167,-0.74458313,4.1683044,8.882477,23.138428,6.3720703,-29.943848,23.138428,6.3720703,-29.943848,0.18418884,0.12434387,0.39289856,0.18418884,0.12434387,0.39289856,0.18418884,0.12434387,0.39289856,267,225,0,0,0.7625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",61
19467274,-0.9361267,4.2592773,9.260757,-0.9361267,4.2592773,9.260757,-0.9361267,4.2592773,9.260757,-0.9361267,4.2592773,9.260757,-0.9361267,4.2592773,9.260757,-0.9361267,4.2592773,9.260757,610.028,174.76544,6667.2593,-966.3305,0.7625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",61
19467374,-0.9792175,4.2592773,8.8489685,-0.9792175,4.2592773,8.8489685,-0.9792175,4.2592773,8.8489685,-0.9792175,4.2592773,8.8489685,-0.9792175,4.2592773,8.8489685,-0.9792175,4.2592773,8.8489685,1105.0096,120,2285.0208,0.00274639,0.7625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",61
19467558,-0.69670105,4.120407,9.026138,-0.69670105,4.120407,9.026138,-0.69670105,4.120407,9.026138,0.17868042,0.12635803,0.3965149,0.17868042,0.12635803,0.3965149,0.17868042,0.12635803,0.3965149,810.48236,582.38696,-4503.973,4857.4326,0.7625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",61
19467691,-0.8930359,4.1778717,9.064438,22.268677,7.243347,-30.110168,22.268677,7.243347,-30.110168,22.268677,7.243347,-30.110168,22.268677,7.243347,-30.110168,22.268677,7.243347,-30.110168,331.752,1119.9097,-2060.8105,2188.2363,0.7625,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19467758,-0.7110748,4.249695,9.184143,-0.7110748,4.249695,9.184143,-0.7110748,4.249695,9.184143,0.18145752,0.12220764,0.3948822,0.18145752,0.12220764,0.3948822,0.18145752,0.12220764,0.3948822,264,1198,0,0,0.5,0.011764707," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",62
19468012,-0.9552765,4.2832184,8.834595,-0.9552765,4.2832184,8.834595,0.027694702,-0.005325317,0.020217896,0.027694702,-0.005325317,0.020217896,0.027694702,-0.005325317,0.020217896,0.027694702,-0.005325317,0.020217896,279,290,0,0,0.52500004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",62
19468012,-0.9552765,4.2832184,8.834595,-0.9552765,4.2832184,8.834595,0.027694702,-0.005325317,0.020217896,0.027694702,-0.005325317,0.020217896,0.027694702,-0.005325317,0.020217896,0.027694702,-0.005325317,0.020217896,279,290,0,0,0.52500004,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",62
19468125,-0.76374817,4.1778717,9.294281,-0.76374817,4.1778717,9.294281,-0.76374817,4.1778717,9.294281,0.18125916,0.1255951,0.39764404,0.18125916,0.1255951,0.39764404,0.18125916,0.1255951,0.39764404,638.5688,248.31982,6511.625,-1276.931,0.8625,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",62
19468192,-0.64881897,4.1251984,8.700516,-0.64881897,4.1251984,8.700516,-0.015960693,0.08947754,-0.0745697,-0.015960693,0.08947754,-0.0745697,-0.015960693,0.08947754,-0.0745697,-0.015960693,0.08947754,-0.0745697,1052.031,177.99634,3830.2942,-367.81708,0.8625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",62
19468376,-0.6105194,3.866623,8.786713,-0.6105194,3.866623,8.786713,-0.6105194,3.866623,8.786713,-0.6105194,3.866623,8.786713,0.19033813,-0.2789154,-0.064331055,0.19033813,-0.2789154,-0.064331055,839.9733,624.4944,-6318.026,6065.843,0.8625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",62
19468492,-0.76374817,4.09169,8.973465,-0.76374817,4.09169,8.973465,-0.76374817,4.09169,8.973465,-0.76374817,4.09169,8.973465,-0.76374817,4.09169,8.973465,-0.76374817,4.09169,8.973465,337.90683,1105.0435,-2721.1665,2609.5054,0.8625,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19468564,-0.6296692,4.158722,9.184143,-0.6296692,4.158722,9.184143,-0.6296692,4.158722,9.184143,-0.6296692,4.158722,9.184143,-0.6296692,4.158722,9.184143,-0.75865173,4.171295,8.842682,247,1200,0,0,0.4875,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",63
19468836,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,271,253,0,0,0.75,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",63
19468836,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,-0.6823425,4.134781,8.647842,271,253,0,0,0.75,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",63
19468943,-0.41897583,4.0342255,9.169785,-0.41897583,4.0342255,9.169785,-0.41897583,4.0342255,9.169785,-0.41897583,4.0342255,9.169785,0.30870056,-0.09486389,0.30465698,0.30870056,-0.09486389,0.30465698,581.012,234.0816,6107.517,-1033.5114,0.75,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",63
19469026,-0.76852417,4.0437927,8.542511,-0.76852417,4.0437927,8.542511,-0.76852417,4.0437927,8.542511,-0.76852417,4.0437927,8.542511,-0.76852417,4.0437927,8.542511,-0.76852417,4.0437927,8.542511,1039.1646,163.51807,3340.961,-382.51382,0.75,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",63
19469210,-0.8164215,4.1060486,8.743622,-0.8164215,4.1060486,8.743622,-0.8164215,4.1060486,8.743622,-0.8164215,4.1060486,8.743622,-0.8164215,4.1060486,8.743622,-0.8164215,4.1060486,8.743622,817.7474,623.81946,-5161.6343,4727.099,0.75,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",63
19469343,-0.66319275,4.2353363,9.021347,-0.66319275,4.2353363,9.021347,-0.66319275,4.2353363,9.021347,-0.66319275,4.2353363,9.021347,0.02468872,0.09875488,0.1565094,0.02468872,0.09875488,0.1565094,374.22324,1083.7767,-1461.022,1461.4159,0.75,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19469403,-0.70628357,4.086899,8.805862,-0.70628357,4.086899,8.805862,-0.70628357,4.086899,8.805862,-0.70628357,4.086899,8.805862,-0.70628357,4.086899,8.805862,-0.70628357,4.086899,8.805862,331,1123.5,0,0,0.3625,0.011764707," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",64
19469692,-1.0749817,4.158722,8.781921,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,254,253,0,0,0.6125,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",64
19469692,-1.0749817,4.158722,8.781921,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,22.442627,4.6325684,-29.943848,254,253,0,0,0.6125,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",64
19469811,-0.6919098,4.163513,9.313431,-0.6919098,4.163513,9.313431,-0.6919098,4.163513,9.313431,-0.6919098,4.163513,9.313431,-0.6919098,4.163513,9.313431,-0.6919098,4.163513,9.313431,554.32135,221.34235,5228.649,-438.03754,0.875,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",64
19469911,-0.9935913,4.163513,8.671783,25.053406,6.19812,-29.441833,25.053406,6.19812,-29.441833,25.053406,6.19812,-29.441833,-0.16070557,0.031417847,-0.18255615,-0.16070557,0.031417847,-0.18255615,1050.0537,188.7873,2595.9536,191.41814,0.875,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",64
19470078,-0.94091797,4.072525,8.8489685,23.661804,7.243347,-28.10669,23.661804,7.243347,-28.10669,23.661804,7.243347,-28.10669,23.661804,7.243347,-28.10669,23.661804,7.243347,-28.10669,768.253,688.31714,-5797.541,5566.072,0.875,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",64
19470178,-0.6296692,4.297577,9.035706,-0.6296692,4.297577,9.035706,-0.6296692,4.297577,9.035706,-0.6296692,4.297577,9.035706,-0.6296692,4.297577,9.035706,-0.6296692,4.297577,9.035706,336.32178,1110.9183,-2194.2683,2120.3184,0.875,0.019607844," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19470243,-0.6296692,4.297577,9.035706,22.268677,7.5912476,-30.778503,22.268677,7.5912476,-30.778503,22.268677,7.5912476,-30.778503,22.268677,7.5912476,-30.778503,22.268677,7.5912476,-30.778503,270.58948,1182.5132,0,0,0.58750004,0.007843138," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",65
19470480,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.7704773,4.270645,8.794052,215,234,0,0,0.625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",65
19470480,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.84513855,4.455597,8.767563,-0.7704773,4.270645,8.794052,215,234,0,0,0.625,0.015686275," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",65
19470612,-0.6296692,4.3550415,9.026138,24.009705,5.8502197,-30.444336,24.009705,5.8502197,-30.444336,24.009705,5.8502197,-30.444336,24.009705,5.8502197,-30.444336,24.009705,5.8502197,-30.444336,579.8631,179.59906,5765,-877.1105,0.925,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",65
19470728,-1.0127411,4.182663,9.208099,-1.0127411,4.182663,9.208099,-1.0127411,4.182663,9.208099,-1.0127411,4.182663,9.208099,-1.0127411,4.182663,9.208099,-1.0127411,4.182663,9.208099,1059.4855,142.13873,1534.3843,641.37024,0.925,0.027450982," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",65
19470912,-0.79725647,4.1251984,8.916,-0.79725647,4.1251984,8.916,-0.79725647,4.1251984,8.916,-0.79725647,4.1251984,8.916,-0.79725647,4.1251984,8.916,-0.79725647,4.1251984,8.916,729.38934,629.87915,-4491.177,5172.6294,0.925,0.023529414," ""[Point(0", 0), Point(1, 0), Point(2, 0), Point(1, 1), Point(0," 2)]""",65
