TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter
17504320,-0.8499298,6.842621,7.352585,-0.8499298,6.842621,7.352585,-0.8499298,6.842621,7.352585,-0.8499298,6.842621,7.352585,-0.8499298,6.842621,7.352585,-0.8499298,6.842621,7.352585,203.26482,228.73517,0,0,0.26250002,0.003921569,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
17504600,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,220,721,0,0,0.32500002,0.007843138,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
17504600,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,-1.3622894,7.230484,7.060486,220,721,0,0,0.32500002,0.007843138,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
17504780,-0.9983673,7.0389404,6.380539,-0.9983673,7.0389404,6.380539,-0.9983673,7.0389404,6.380539,-0.9983673,7.0389404,6.380539,-0.9983673,7.0389404,6.380539,-0.9983673,7.0389404,6.380539,608.89124,704.371,6110.2607,-471.517,0.71250004,0.015686275,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
17504880,-0.3471527,6.737274,7.4531403,-0.3471527,6.737274,7.4531403,-0.3471527,6.737274,7.4531403,-0.3471527,6.737274,7.4531403,-0.3471527,6.737274,7.4531403,-0.3471527,6.737274,7.4531403,1062.7412,672,2268.5442,-1.019989,0.71250004,0.015686275,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
17505064,-1.0318909,6.804306,6.921631,-1.0318909,6.804306,6.921631,-1.0318909,6.804306,6.921631,-1.0318909,6.804306,6.921631,-1.0318909,6.804306,6.921631,-1.0318909,6.804306,6.921631,1172.2213,365.46686,127.0087,-3170.1008,0.71250004,0.019607844,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
17505281,-0.45729065,6.368576,7.247238,-0.45729065,6.368576,7.247238,-0.45729065,6.368576,7.247238,-0.45729065,6.368576,7.247238,-0.45729065,6.368576,7.247238,-0.45729065,6.368576,7.247238,878.62213,214.3576,-5362.901,57.76965,0.71250004,0.023529414,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
17505381,-1.1755524,7.1490784,6.677414,-1.1755524,7.1490784,6.677414,-1.1755524,7.1490784,6.677414,0.32244873,0.20217896,0.38749695,0.32244873,0.20217896,0.38749695,0.32244873,0.20217896,0.38749695,393.35266,229,-2756.1064,-0.01252082,0.71250004,0.019607844,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",35
,,,,,,,,,,,,,,,,,,,,,,,,,,
17505613,-0.9552765,6.9910583,7.625519,-0.9552765,6.9910583,7.625519,0.12677002,-0.03302002,-0.10652161,0.12677002,-0.03302002,-0.10652161,0.12677002,-0.03302002,-0.10652161,0.12677002,-0.03302002,-0.10652161,235.05484,219,0,0,0.71250004,0.011764707,"[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]",36
