TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter
20009845,0.11012268,5.6742554,8.3988495,19.483948,-8.071899,-35.787964,19.483948,-8.071899,-35.787964,19.483948,-8.071899,-35.787964,0.012710571,-0.047424316,0.4351349,0.012710571,-0.047424316,0.4351349,321.76346,749.6559,0,0,0.3125,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",35
20010021,0.24899292,5.621582,8.389282,21.051025,-7.897949,-34.95331,21.051025,-7.897949,-34.95331,21.051025,-7.897949,-34.95331,0.14782715,-0.16549683,0.47299194,0.14782715,-0.16549683,0.47299194,780,198,0,0,0.6125,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",35
20010021,0.24899292,5.621582,8.389282,21.051025,-7.897949,-34.95331,21.051025,-7.897949,-34.95331,21.051025,-7.897949,-34.95331,0.14782715,-0.16549683,0.47299194,0.14782715,-0.16549683,0.47299194,780,198,0,0,0.6125,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",35
20010168,0.28729248,5.559326,8.312668,0.28729248,5.559326,8.312668,0.28729248,5.559326,8.312668,0.27069092,0.1444397,0.4584961,0.27069092,0.1444397,0.4584961,0.27069092,0.1444397,0.4584961,719.7109,572.0238,-334.84296,2420.87,0.6125,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",35
20010368,0.13406372,5.7029877,7.6997375,0.13406372,5.7029877,7.6997375,0.13406372,5.7029877,7.6997375,0.13406372,5.7029877,7.6997375,0.13406372,5.7029877,7.6997375,0.13406372,5.7029877,7.6997375,352.32367,1139.0602,-2759.5767,2898.5842,0.6125,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",35
20010568,-0.06703186,5.6263733,8.518555,-0.06703186,5.6263733,8.518555,-0.06703186,5.6263733,8.518555,-0.06703186,5.6263733,8.518555,-0.06703186,5.6263733,8.518555,-0.06703186,5.6263733,8.518555,261.4646,872.8185,333.81323,-2418.8599,0.6125,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",35
,,,,,,,,,,,,,,,,,,,,,,,,,,
20010643,0.4453125,5.645523,8.135483,0.4453125,5.645523,8.135483,0.4453125,5.645523,8.135483,0.4453125,5.645523,8.135483,0.4453125,5.645523,8.135483,0.4453125,5.645523,8.135483,265,757.5,0,0,0.32500002,0.003921569,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",36
20010803,0.40222168,5.7652283,8.389282,0.40222168,5.7652283,8.389282,0.40222168,5.7652283,8.389282,0.40222168,5.7652283,8.389282,0.29522705,-0.00881958,0.46357727,0.29522705,-0.00881958,0.46357727,793,174,0,0,0.4375,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",36
20010803,0.40222168,5.7652283,8.389282,0.40222168,5.7652283,8.389282,0.40222168,5.7652283,8.389282,0.40222168,5.7652283,8.389282,0.29522705,-0.00881958,0.46357727,0.29522705,-0.00881958,0.46357727,793,174,0,0,0.4375,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",36
