@relation mattPattern4-weka.filters.unsupervised.attribute.Remove-R1

@attribute ' TYPE_ACC0' numeric
@attribute ' TYPE_ACC1' numeric
@attribute ' TYPE_ACC2' numeric
@attribute ' TYPE_MAG0' numeric
@attribute ' TYPE_MAG1' numeric
@attribute ' TYPE_MAG2' numeric
@attribute ' TYPE_GYRO0' numeric
@attribute ' TYPE_GYRO1' numeric
@attribute ' TYPE_GYRO2' numeric
@attribute ' TYPE_ROTATION0' numeric
@attribute ' TYPE_ROTATION1' numeric
@attribute ' TYPE_ROTATION2' numeric
@attribute ' TYPE_LINEAR0' numeric
@attribute ' TYPE_LINEAR1' numeric
@attribute ' TYPE_LINEAR2' numeric
@attribute ' TYPE_GRAVITY0' numeric
@attribute ' TYPE_GRAVITY1' numeric
@attribute ' TYPE_GRAVITY2' numeric
@attribute ' position_x' numeric
@attribute ' position_y' numeric
@attribute ' velocity_x' numeric
@attribute ' velocity_y' numeric
@attribute ' pressure' numeric
@attribute ' size' numeric
@attribute ' mCurrentPattern' {'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]'}
@attribute ' Counter' numeric
@attribute Name {Matt}
@attribute Pattern {D}

@data
-2.492355,6.722916,6.763611,-2.492355,6.722916,6.763611,-2.492355,6.722916,6.763611,0.306015,0.257629,0.334549,0.306015,0.257629,0.334549,0.306015,0.257629,0.334549,736,265,0,0,0.6875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',3,Matt,D
-2.492355,6.722916,6.763611,-2.492355,6.722916,6.763611,-2.492355,6.722916,6.763611,0.306015,0.257629,0.334549,0.306015,0.257629,0.334549,0.306015,0.257629,0.334549,736,265,0,0,0.6875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',3,Matt,D
-2.650375,7.082047,6.72052,-2.650375,7.082047,6.72052,-2.650375,7.082047,6.72052,-2.650375,7.082047,6.72052,-0.36676,0.392639,-0.076904,-0.36676,0.392639,-0.076904,751,558.57605,0.03865,4997.796,0.6875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',3,Matt,D
-2.238571,6.248856,6.979096,-2.238571,6.248856,6.979096,-2.238571,6.248856,6.979096,-2.238571,6.248856,6.979096,-2.238571,6.248856,6.979096,-2.238571,6.248856,6.979096,383.5633,1194.6869,-2845.0508,2200.8892,0.6875,0.023529,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',3,Matt,D
-2.880219,6.742065,7.065277,15.307617,-3.546143,-12.07428,15.307617,-3.546143,-12.07428,0.284409,0.288376,0.366974,0.284409,0.288376,0.366974,0.284409,0.288376,0.366974,238,870.4094,-0.019223,-3446.3,0.6875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',3,Matt,D
-2.621643,6.775589,6.663055,-2.621643,6.775589,6.663055,-2.621643,6.775589,6.663055,0.285355,0.286179,0.371811,0.285355,0.286179,0.371811,0.285355,0.286179,0.371811,242,638,0,0,0.6875,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',4,Matt,D
-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,693,250,0,0,0.5625,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',4,Matt,D
-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,-2.712616,6.603195,6.87854,693,250,0,0,0.5625,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',4,Matt,D
-2.07576,6.378143,6.89769,-2.07576,6.378143,6.89769,-2.07576,6.378143,6.89769,-2.07576,6.378143,6.89769,-2.07576,6.378143,6.89769,-2.07576,6.378143,6.89769,676.80005,594.1196,-725.21014,3412.5295,0.5625,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',4,Matt,D
-2.449265,6.263229,7.501022,-2.449265,6.263229,7.501022,-2.449265,6.263229,7.501022,0.261292,0.256546,0.389893,0.261292,0.256546,0.389893,0.261292,0.256546,0.389893,373.4502,1114.1873,-2121.6396,2652.4128,0.5625,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',4,Matt,D
-2.832336,6.986267,6.979096,-2.832336,6.986267,6.979096,-2.832336,6.986267,6.979096,-2.832336,6.986267,6.979096,-0.385605,0.384567,0.152771,-0.385605,0.384567,0.152771,207,869.11304,0.073832,-2825.2695,0.5625,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',4,Matt,D
-2.329544,6.545746,7.079651,14.089966,-3.720093,-11.573792,14.089966,-3.720093,-11.573792,14.089966,-3.720093,-11.573792,14.089966,-3.720093,-11.573792,14.089966,-3.720093,-11.573792,226,644.5,0,0,0.5625,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',5,Matt,D
-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,717,237,0,0,0.5875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',5,Matt,D
-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,-2.837128,7.182602,6.435608,717,237,0,0,0.5875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',5,Matt,D
-2.200256,6.593628,6.828262,-2.200256,6.593628,6.828262,-2.200256,6.593628,6.828262,-2.200256,6.593628,6.828262,-2.200256,6.593628,6.828262,-2.200256,6.593628,6.828262,703.7077,555.8462,-1267.4148,4130.93,0.5875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',5,Matt,D
-2.243362,6.416458,7.292725,-2.243362,6.416458,7.292725,-2.243362,6.416458,7.292725,-2.243362,6.416458,7.292725,-2.243362,6.416458,7.292725,-2.243362,6.416458,7.292725,375.29294,1148.2878,-1995.555,1788.9857,0.5875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',5,Matt,D
-2.449265,6.67981,6.928818,-2.449265,6.67981,6.928818,-2.449265,6.67981,6.928818,-2.449265,6.67981,6.928818,-2.449265,6.67981,6.928818,-2.449265,6.67981,6.928818,241.64139,862.98267,265.9463,-3260.8257,0.5875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',5,Matt,D
-2.090134,6.435608,7.192169,11.653137,-3.720093,-11.573792,-0.174683,-0.357925,-0.18428,-0.174683,-0.357925,-0.18428,-0.174683,-0.357925,-0.18428,-0.174683,-0.357925,-0.18428,270.39206,652.6079,0,0,0.5875,0.003922,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',6,Matt,D
-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,752,260,0,0,0.325,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',6,Matt,D
-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,-1.975205,6.579254,7.254425,752,260,0,0,0.325,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',6,Matt,D
-1.587341,6.196182,7.575241,-1.587341,6.196182,7.575241,-1.587341,6.196182,7.575241,-1.587341,6.196182,7.575241,-1.587341,6.196182,7.575241,-1.587341,6.196182,7.575241,723.78143,549.8564,-986.77563,4581.461,0.6125,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',6,Matt,D
-1.673538,5.837051,7.627914,-1.673538,5.837051,7.627914,-1.673538,5.837051,7.627914,-1.673538,5.837051,7.627914,-1.673538,5.837051,7.627914,-1.673538,5.837051,7.627914,397.90793,1229.7649,-1903.0548,1988.705,0.6125,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',6,Matt,D
-2.291245,6.526581,7.053314,12.350464,-1.980591,-12.910461,12.350464,-1.980591,-12.910461,12.350464,-1.980591,-12.910461,12.350464,-1.980591,-12.910461,12.350464,-1.980591,-12.910461,229.63506,841.1969,263.78247,-2677.1423,0.6125,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',6,Matt,D
-1.783676,6.373352,7.091614,-1.783676,6.373352,7.091614,-1.783676,6.373352,7.091614,-1.783676,6.373352,7.091614,-1.783676,6.373352,7.091614,-1.783676,6.373352,7.091614,253,618,0,0,0.2125,0.003922,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',7,Matt,D
-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,736,261,0,0,0.3875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',7,Matt,D
-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,-2.142807,6.488281,6.957535,736,261,0,0,0.3875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',7,Matt,D
-1.999146,6.574463,7.19696,-1.999146,6.574463,7.19696,-0.133133,0.104385,0.113968,-0.133133,0.104385,0.113968,-0.133133,0.104385,0.113968,-0.133133,0.104385,0.113968,704.9408,583.296,-507.15744,2931.1135,0.6875,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',7,Matt,D
-1.601715,5.97113,7.489059,-1.601715,5.97113,7.489059,-1.601715,5.97113,7.489059,-1.601715,5.97113,7.489059,0.23761,-0.322464,0.196915,0.23761,-0.322464,0.196915,411.2383,1197.4734,-2639.9207,2912.9092,0.6875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',7,Matt,D
-2.540237,6.81868,7.058106,13.742065,-5.461121,-12.242126,13.742065,-5.461121,-12.242126,13.742065,-5.461121,-12.242126,13.742065,-5.461121,-12.242126,13.742065,-5.461121,-12.242126,224.84793,896.21655,352.13092,-2817.8423,0.6875,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',7,Matt,D
-1.984787,6.689392,7.029373,-1.984787,6.689392,7.029373,-1.984787,6.689392,7.029373,-1.984787,6.689392,7.029373,-1.984787,6.689392,7.029373,-1.984787,6.689392,7.029373,257,601,0,0,0.25,0.003922,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',8,Matt,D
-2.296036,6.689392,6.651077,-2.296036,6.689392,6.651077,-2.296036,6.689392,6.651077,-2.296036,6.689392,6.651077,-0.157715,-0.052521,-0.141693,-0.157715,-0.052521,-0.141693,723,304,0,0,0.4375,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',8,Matt,D
-2.296036,6.689392,6.651077,-2.296036,6.689392,6.651077,-2.296036,6.689392,6.651077,-2.296036,6.689392,6.651077,-0.157715,-0.052521,-0.141693,-0.157715,-0.052521,-0.141693,723,304,0,0,0.4375,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',8,Matt,D
-2.319977,6.722916,6.569687,-2.319977,6.722916,6.569687,-2.319977,6.722916,6.569687,-2.319977,6.722916,6.569687,-2.319977,6.722916,6.569687,-2.319977,6.722916,6.569687,690.50885,576.9647,-1065.1741,4260.898,0.7375,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',8,Matt,D
-1.812408,6.1483,7.364563,-1.812408,6.1483,7.364563,-1.812408,6.1483,7.364563,-1.812408,6.1483,7.364563,-1.812408,6.1483,7.364563,-1.812408,6.1483,7.364563,383.4388,1184.6553,-1863.3894,1272.793,0.7375,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',8,Matt,D
-2.324768,6.698975,6.698975,-2.324768,6.698975,6.698975,-2.324768,6.698975,6.698975,-2.324768,6.698975,6.698975,-2.324768,6.698975,6.698975,-2.324768,6.698975,6.698975,250.10847,861.72205,203.36446,-2681.1675,0.7375,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',8,Matt,D
-2.099701,6.708542,6.928818,-2.099701,6.708542,6.928818,-2.099701,6.708542,6.928818,-2.099701,6.708542,6.928818,-2.099701,6.708542,6.928818,-2.099701,6.708542,6.928818,260,622,0,0,0.475,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt,D
-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,736,245,0,0,0.3625,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt,D
-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,736,245,0,0,0.3625,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt,D
-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,684.8058,592.2925,-1207.0186,3672.9224,0.8,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt,D
-1.793243,6.162674,7.383713,12.350464,-4.76532,-11.907959,12.350464,-4.76532,-11.907959,12.350464,-4.76532,-11.907959,0.312134,-0.377533,0.386505,0.312134,-0.377533,0.386505,361.3013,1143.0288,-2652.3928,2210.545,0.8,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt,D
-2.688675,7.072464,6.588837,-2.688675,7.072464,6.588837,0.138489,-0.057526,0.002136,0.138489,-0.057526,0.002136,0.138489,-0.057526,0.002136,0.138489,-0.057526,0.002136,197,861.18884,-0.028897,-3067.6938,0.8,0.023529,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt,D
-2.276871,6.320679,6.67981,-2.276871,6.320679,6.67981,-2.276871,6.320679,6.67981,0.291504,0.287003,0.403122,0.291504,0.287003,0.403122,0.291504,0.287003,0.403122,217.5,614,0,0,0.5375,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt,D
-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,731,289,0,0,0.4,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt,D
-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,731,289,0,0,0.4,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt,D
-2.334335,6.967117,6.890503,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,713.31195,556.2936,-1237.6426,4048.3423,0.775,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt,D
-1.965637,6.64151,7.115555,-1.965637,6.64151,7.115555,0.010651,0.13208,0.108643,0.010651,0.13208,0.108643,0.010651,0.13208,0.108643,0.010651,0.13208,0.108643,398.03134,1153.9645,-1432.8031,1591.8921,0.775,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt,D
-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,270.79288,879.17773,132.10129,-3475.464,0.775,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt,D
-1.960846,7.19696,6.603195,-1.960846,7.19696,6.603195,-1.960846,7.19696,6.603195,-1.960846,7.19696,6.603195,0.161301,0.202896,0.064941,0.161301,0.202896,0.064941,275,591,0,0,0.4625,0.003922,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt,D
-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,699,276,0,0,0.3625,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt,D
-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,699,276,0,0,0.3625,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt,D
-2.042252,6.981491,6.909653,-2.042252,6.981491,6.909653,-2.042252,6.981491,6.909653,-2.042252,6.981491,6.909653,-0.226242,0.257675,0.005829,-0.226242,0.257675,0.005829,648.1739,594.4435,-1337.7462,4158.037,0.775,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt,D
-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,386.3362,1144.4956,-1787.9288,2520.0598,0.775,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt,D
-1.893799,6.919235,6.809097,-1.893799,6.919235,6.809097,-1.893799,6.919235,6.809097,-1.893799,6.919235,6.809097,-1.893799,6.919235,6.809097,-1.893799,6.919235,6.809097,242.80576,866.9137,300.594,-3881.1392,0.775,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt,D
-1.927322,6.928818,7.335831,13.046265,-5.809021,-11.239624,13.046265,-5.809021,-11.239624,13.046265,-5.809021,-11.239624,13.046265,-5.809021,-11.239624,13.046265,-5.809021,-11.239624,259,583,0,0,0.4125,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',12,Matt,D
-1.778885,7.000641,6.809097,-1.778885,7.000641,6.809097,-1.778885,7.000641,6.809097,0.297897,0.250565,0.412552,0.297897,0.250565,0.412552,0.297897,0.250565,0.412552,722,238,0,0,0.325,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',12,Matt,D
-1.778885,7.000641,6.809097,-1.778885,7.000641,6.809097,-1.778885,7.000641,6.809097,0.297897,0.250565,0.412552,0.297897,0.250565,0.412552,0.297897,0.250565,0.412552,722,238,0,0,0.325,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',12,Matt,D
-1.252167,6.612778,6.957535,-1.252167,6.612778,6.957535,-1.252167,6.612778,6.957535,0.290237,0.230942,0.417297,0.290237,0.230942,0.417297,0.290237,0.230942,0.417297,738.3813,573.7339,-261.55432,3272.4316,0.7375,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',12,Matt,D
-1.304825,6.291962,7.450745,-1.304825,6.291962,7.450745,-1.304825,6.291962,7.450745,0.28537,0.231659,0.420639,0.28537,0.231659,0.420639,0.28537,0.231659,0.420639,408.3267,1166.1082,-1711.2599,1446.9581,0.7375,0.023529,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',12,Matt,D
-2.21463,7.072464,6.876144,-2.21463,7.072464,6.876144,-2.21463,7.072464,6.876144,0.292892,0.261581,0.411621,0.292892,0.261581,0.411621,0.292892,0.261581,0.411621,282.07758,845.60803,266.02023,-2874.6355,0.7375,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',12,Matt,D
