@relation mattPattern3_Mean_SD

@attribute ' Counter' numeric
@attribute Name {Matt}
@attribute Pattern {C}
@attribute ' TYPE_ACC0_Mean' numeric
@attribute ' TYPE_ACC1_Mean' numeric
@attribute ' TYPE_ACC2_Mean' numeric
@attribute ' TYPE_MAG0_Mean' numeric
@attribute ' TYPE_MAG1_Mean' numeric
@attribute ' TYPE_MAG2_Mean' numeric
@attribute ' TYPE_GYRO0_Mean' numeric
@attribute ' TYPE_GYRO1_Mean' numeric
@attribute ' TYPE_GYRO2_Mean' numeric
@attribute ' TYPE_ROTATION0_Mean' numeric
@attribute ' TYPE_ROTATION1_Mean' numeric
@attribute ' TYPE_ROTATION2_Mean' numeric
@attribute ' TYPE_LINEAR0_Mean' numeric
@attribute ' TYPE_LINEAR1_Mean' numeric
@attribute ' TYPE_LINEAR2_Mean' numeric
@attribute ' TYPE_GRAVITY0_Mean' numeric
@attribute ' TYPE_GRAVITY1_Mean' numeric
@attribute ' TYPE_GRAVITY2_Mean' numeric
@attribute ' velocity_x_Mean' numeric
@attribute ' velocity_y_Mean' numeric
@attribute ' pressure_Mean' numeric
@attribute ' size_Mean' numeric
@attribute ' TYPE_ACC0_SD' numeric
@attribute ' TYPE_ACC1_SD' numeric
@attribute ' TYPE_ACC2_SD' numeric
@attribute ' TYPE_MAG0_SD' numeric
@attribute ' TYPE_MAG1_SD' numeric
@attribute ' TYPE_MAG2_SD' numeric
@attribute ' TYPE_GYRO0_SD' numeric
@attribute ' TYPE_GYRO1_SD' numeric
@attribute ' TYPE_GYRO2_SD' numeric
@attribute ' TYPE_ROTATION0_SD' numeric
@attribute ' TYPE_ROTATION1_SD' numeric
@attribute ' TYPE_ROTATION2_SD' numeric
@attribute ' TYPE_LINEAR0_SD' numeric
@attribute ' TYPE_LINEAR1_SD' numeric
@attribute ' TYPE_LINEAR2_SD' numeric
@attribute ' TYPE_GRAVITY0_SD' numeric
@attribute ' TYPE_GRAVITY1_SD' numeric
@attribute ' TYPE_GRAVITY2_SD' numeric
@attribute ' velocity_x_SD' numeric
@attribute ' velocity_y_SD' numeric
@attribute ' pressure_SD' numeric
@attribute ' size_SD' numeric

@data
21,Matt,C,-9.51448,59.117554,54.420121,4.793198,31.659668,18.650529,5.739777,24.099808,11.660264,7.483384,16.600876,4.952164,7.483384,16.600876,4.952164,7.483384,16.600876,4.952164,-577.0836,-3420.133624,4.0375,0.121569,0.428872,0.322078,0.292047,3.306469,6.358256,8.278662,3.251943,6.315974,8.084061,3.147183,6.067661,7.76133,3.147183,6.067661,7.76133,3.147183,6.067661,7.76133,3497.600455,1463.78165,0.092808,0.004888
22,Matt,C,-8.20726,57.537415,53.788071,9.137405,27.625183,19.473633,9.137405,27.625183,19.473633,9.137405,27.625183,19.473633,11.402603,13.192047,6.388122,11.402603,13.192047,6.388122,829.68311,-2598.61153,4.5125,0.121569,0.447474,0.373142,0.371369,3.84991,6.913836,8.137018,3.84991,6.913836,8.137018,3.84991,6.913836,8.137018,3.726241,6.696663,7.585034,3.726241,6.696663,7.585034,3695.100627,980.781528,0.101647,0.003273
23,Matt,C,-8.609497,58.044967,55.253327,-8.609497,58.044967,55.253327,-7.468033,50.710861,48.289139,-6.024353,43.80925,41.770035,-6.024353,43.80925,41.770035,-6.024353,43.80925,41.770035,709.770402,-3104.99917,5.4125,0.14902,0.221938,0.233543,0.308825,0.221938,0.233543,0.308825,0.420235,2.521759,2.452294,0.605736,3.279237,3.120771,0.605736,3.279237,3.120771,0.605736,3.279237,3.120771,3310.16682,1426.507065,0.030936,0.004059
24,Matt,C,-8.796249,57.628387,54.827164,-2.555344,44.603332,38.317337,-2.555344,44.603332,38.317337,-2.555344,44.603332,38.317337,-2.555344,44.603332,38.317337,-2.555344,44.603332,38.317337,-2367.05018,-2417.128124,4.775,0.117647,0.228592,0.238364,0.227029,2.38187,4.812369,5.873811,2.38187,4.812369,5.873811,2.38187,4.812369,5.873811,2.38187,4.812369,5.873811,2.38187,4.812369,5.873811,3346.369147,1151.96266,0.195456,0.006201
25,Matt,C,-6.411621,55.923721,54.774459,1.82901,40.506287,35.312347,2.935608,33.876114,28.343292,2.935608,33.876114,28.343292,4.695022,20.145981,14.452011,4.695022,20.145981,14.452011,798.58967,-1265.441574,4.0625,0.133333,0.359984,0.325907,0.285036,2.734594,5.168664,7.070648,2.696645,5.379508,7.151138,2.696645,5.379508,7.151138,2.660249,5.409581,6.914851,2.660249,5.409581,6.914851,3637.133089,730.906865,0.013258,0.004059
26,Matt,C,-6.756378,55.550216,55.808762,-0.248978,43.849731,38.668915,0.697281,37.010895,31.623215,5.314957,10.101319,4.779633,5.314957,10.101319,4.779633,5.314957,10.101319,4.779633,-598.471045,-2744.82109,4.625,0.137255,0.340349,0.239329,0.339856,2.423007,4.216664,6.165919,2.395727,4.565599,6.322365,2.214542,4.012463,5.370959,2.214542,4.012463,5.370959,2.214542,4.012463,5.370959,3410.141992,976.795875,0.07955,0.003593
27,Matt,C,-8.111481,56.503097,56.445633,5.474793,31.968918,16.752732,6.980133,18.159058,2.336671,8.465195,11.856491,-4.027755,8.465195,11.856491,-4.027755,8.465195,11.856491,-4.027755,-1554.5653,-3167.84671,4.7625,0.12549,0.494135,0.237815,0.243476,3.157549,5.627151,9.263916,3.084032,5.533912,8.746218,3.006278,5.2309,8.300322,3.006278,5.2309,8.300322,3.006278,5.2309,8.300322,3817.0984,1173.645548,0.119324,0.005546
28,Matt,C,-7.728424,56.6707,56.483933,0.786637,42.257187,37.709518,0.786637,42.257187,37.709518,0.786637,42.257187,37.709518,3.686875,21.228195,17.342376,3.686875,21.228195,17.342376,-3274.17714,-1279.044695,5.1,0.12549,0.256571,0.227506,0.343088,3.062132,5.119113,6.521786,3.062132,5.119113,6.521786,3.062132,5.119113,6.521786,2.968163,5.359532,6.454362,2.968163,5.359532,6.454362,3730.649434,1079.265363,0,0.004687
29,Matt,C,-8.887222,57.748078,54.985168,-1.747757,44.644761,37.30046,-1.747757,44.644761,37.30046,2.974091,23.450775,17.792022,3.93924,16.515229,10.926666,3.93924,16.515229,10.926666,-1353.08362,-3234.63395,5.625,0.14902,0.551794,0.326484,0.214319,2.537062,4.683611,6.226845,2.537062,4.683611,6.226845,2.389787,5.008644,6.150048,2.360614,4.769795,5.936515,2.360614,4.769795,5.936515,3530.857366,1000.552198,0.026517,0.005446
30,Matt,C,-7.986969,56.603668,55.171921,11.900803,12.653031,-0.889389,11.900803,12.653031,-0.889389,13.101532,6.0495,-7.461518,6.132507,13.015275,4.002243,6.132507,13.015275,4.002243,-1520.6008,-4036.57558,5.2875,0.12549,0.275216,0.217361,0.30863,3.589351,7.525539,9.816551,3.589351,7.525539,9.816551,3.500503,7.227712,9.408612,2.903392,6.596049,8.273843,2.903392,6.596049,8.273843,3744.023604,1325.442644,0.187968,0.005546
