@relation mattPattern4-weka.filters.unsupervised.attribute.Remove-R1

@attribute ' TYPE_ACC0' numeric
@attribute ' TYPE_ACC1' numeric
@attribute ' TYPE_ACC2' numeric
@attribute ' TYPE_MAG0' numeric
@attribute ' TYPE_MAG1' numeric
@attribute ' TYPE_MAG2' numeric
@attribute ' TYPE_GYRO0' numeric
@attribute ' TYPE_GYRO1' numeric
@attribute ' TYPE_GYRO2' numeric
@attribute ' TYPE_ROTATION0' numeric
@attribute ' TYPE_ROTATION1' numeric
@attribute ' TYPE_ROTATION2' numeric
@attribute ' TYPE_LINEAR0' numeric
@attribute ' TYPE_LINEAR1' numeric
@attribute ' TYPE_LINEAR2' numeric
@attribute ' TYPE_GRAVITY0' numeric
@attribute ' TYPE_GRAVITY1' numeric
@attribute ' TYPE_GRAVITY2' numeric
@attribute ' position_x' numeric
@attribute ' position_y' numeric
@attribute ' velocity_x' numeric
@attribute ' velocity_y' numeric
@attribute ' pressure' numeric
@attribute ' size' numeric
@attribute ' mCurrentPattern' {'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]'}
@attribute ' Counter' numeric
@attribute Name {Matt}

@data
-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,-2.377441,6.742065,6.727692,736,245,0,0,0.3625,0.007843,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt
-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,-2.310394,6.88092,6.876144,684.8058,592.2925,-1207.0186,3672.9224,0.8,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt
-1.793243,6.162674,7.383713,12.350464,-4.76532,-11.907959,12.350464,-4.76532,-11.907959,12.350464,-4.76532,-11.907959,0.312134,-0.377533,0.386505,0.312134,-0.377533,0.386505,361.3013,1143.0288,-2652.3928,2210.545,0.8,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt
-2.688675,7.072464,6.588837,-2.688675,7.072464,6.588837,0.138489,-0.057526,0.002136,0.138489,-0.057526,0.002136,0.138489,-0.057526,0.002136,0.138489,-0.057526,0.002136,197,861.18884,-0.028897,-3067.6938,0.8,0.023529,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',9,Matt
-2.276871,6.320679,6.67981,-2.276871,6.320679,6.67981,-2.276871,6.320679,6.67981,0.291504,0.287003,0.403122,0.291504,0.287003,0.403122,0.291504,0.287003,0.403122,217.5,614,0,0,0.5375,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt
-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,731,289,0,0,0.4,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt
-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,-2.449265,7.096405,6.440399,731,289,0,0,0.4,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt
-2.334335,6.967117,6.890503,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,12.001038,-3.720093,-12.576294,713.31195,556.2936,-1237.6426,4048.3423,0.775,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt
-1.965637,6.64151,7.115555,-1.965637,6.64151,7.115555,0.010651,0.13208,0.108643,0.010651,0.13208,0.108643,0.010651,0.13208,0.108643,0.010651,0.13208,0.108643,398.03134,1153.9645,-1432.8031,1591.8921,0.775,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt
-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,-2.353485,6.919235,6.83783,270.79288,879.17773,132.10129,-3475.464,0.775,0.019608,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',10,Matt
-1.960846,7.19696,6.603195,-1.960846,7.19696,6.603195,-1.960846,7.19696,6.603195,-1.960846,7.19696,6.603195,0.161301,0.202896,0.064941,0.161301,0.202896,0.064941,275,591,0,0,0.4625,0.003922,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt
-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,699,276,0,0,0.3625,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt
-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,-2.080551,6.919235,6.770798,699,276,0,0,0.3625,0.011765,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt
-2.042252,6.981491,6.909653,-2.042252,6.981491,6.909653,-2.042252,6.981491,6.909653,-2.042252,6.981491,6.909653,-0.226242,0.257675,0.005829,-0.226242,0.257675,0.005829,648.1739,594.4435,-1337.7462,4158.037,0.775,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt
-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,-1.510727,6.531372,7.110779,386.3362,1144.4956,-1787.9288,2520.0598,0.775,0.015686,'[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]',11,Matt
