@relation jamesPattern3-15

@attribute ' TYPE_ACC0' numeric
@attribute ' TYPE_ACC1' numeric
@attribute ' TYPE_ACC2' numeric
@attribute ' TYPE_MAG0' numeric
@attribute ' TYPE_MAG1' numeric
@attribute ' TYPE_MAG2' numeric
@attribute ' TYPE_GYRO0' numeric
@attribute ' TYPE_GYRO1' numeric
@attribute ' TYPE_GYRO2' numeric
@attribute ' TYPE_ROTATION0' numeric
@attribute ' TYPE_ROTATION1' numeric
@attribute ' TYPE_ROTATION2' numeric
@attribute ' TYPE_LINEAR0' numeric
@attribute ' TYPE_LINEAR1' numeric
@attribute ' TYPE_LINEAR2' numeric
@attribute ' TYPE_GRAVITY0' numeric
@attribute ' TYPE_GRAVITY1' numeric
@attribute ' TYPE_GRAVITY2' numeric
@attribute ' position_x' numeric
@attribute ' position_y' numeric
@attribute ' velocity_x' numeric
@attribute ' velocity_y' numeric
@attribute ' pressure' numeric
@attribute ' size' numeric
@attribute ' mCurrentPattern' {'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]'}
@attribute ' Counter' numeric

@data
-2.183502,6.509827,7.410049,-2.183502,6.509827,7.410049,-2.183502,6.509827,7.410049,-2.183502,6.509827,7.410049,-2.183502,6.509827,7.410049,-2.183502,6.509827,7.410049,222,296,0,0,0.6125,0.011765,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,347,706,0,0,0.3125,0.003922,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,-1.460449,6.275192,7.333435,347,706,0,0,0.3125,0.003922,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.762131,6.5625,7.563278,-1.762131,6.5625,7.563278,-1.762131,6.5625,7.563278,0.2229,0.285721,0.580261,0.2229,0.285721,0.580261,0.2229,0.285721,0.580261,582.5169,689.0322,6382.797,-661.37054,0.5875,0.015686,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.455673,6.299133,7.563278,30.622864,-11.552429,-21.76056,30.622864,-11.552429,-21.76056,30.622864,-11.552429,-21.76056,30.622864,-11.552429,-21.76056,30.622864,-11.552429,-21.76056,1064.0734,633.2224,3472.7058,-986.8849,0.5875,0.019608,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.647202,6.438004,6.830643,-1.647202,6.438004,6.830643,-1.647202,6.438004,6.830643,0.225006,0.28801,0.581299,0.225006,0.28801,0.581299,0.225006,0.28801,0.581299,1103.8003,367.88055,-2175.469,-3301.1553,0.5875,0.023529,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.656784,6.418854,7.395676,31.666565,-12.24823,-20.42389,31.666565,-12.24823,-20.42389,31.666565,-12.24823,-20.42389,-0.061493,0.027832,0.130783,-0.061493,0.027832,0.130783,883.764,168.15149,-4210.29,-1699.8156,0.5875,0.023529,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.709457,6.390122,7.323853,-1.709457,6.390122,7.323853,-1.709457,6.390122,7.323853,0.215729,0.28537,0.580811,0.215729,0.28537,0.580811,0.215729,0.28537,0.580811,366.0656,152.12665,-4002.4248,701.21136,0.8625,0.027451,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',35
-1.431732,6.73967,8.056488,31.840515,-11.029053,-20.591736,31.840515,-11.029053,-20.591736,31.840515,-11.029053,-20.591736,0.298813,0.309586,0.857422,0.298813,0.309586,0.857422,235.63281,186.24481,0,0,0.575,0.011765,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,314,776,0,0,0.9125,0.027451,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,0.497986,5.269623,8.817841,314,776,0,0,0.9125,0.027451,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
-0.004776,5.255264,8.573624,-0.004776,5.255264,8.573624,-0.004776,5.255264,8.573624,-0.004776,5.255264,8.573624,-0.202896,-0.081848,0.348953,-0.202896,-0.081848,0.348953,625.1414,779.52454,7910.6123,544.8466,0.9125,0.023529,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
0.23941,5.566513,8.736435,0.23941,5.566513,8.736435,0.241806,0.37709,-0.020248,0.241806,0.37709,-0.020248,0.241806,0.37709,-0.020248,0.241806,0.37709,-0.020248,1073.867,759.2615,2658.845,-918.14905,0.65,0.015686,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
-0.646423,5.84903,8.396454,-0.646423,5.84903,8.396454,-0.646423,5.84903,8.396454,-0.646423,5.84903,8.396454,-0.646423,5.84903,8.396454,-0.646423,5.84903,8.396454,1040.8196,323.29474,-622.5564,-1627.6904,0.65,0.027451,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
-0.402222,5.556931,7.970291,-0.402222,5.556931,7.970291,-0.402222,5.556931,7.970291,-0.402222,5.556931,7.970291,-0.402222,5.556931,7.970291,-0.402222,5.556931,7.970291,804.6373,235,-6293.2627,187.42911,0.9125,0.027451,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
-1.029495,6.011826,7.908035,-1.029495,6.011826,7.908035,-1.029495,6.011826,7.908035,-1.029495,6.011826,7.908035,-1.029495,6.011826,7.908035,-1.029495,6.011826,7.908035,344.25183,292.49963,-3516.8105,797.07416,0.9125,0.027451,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',36
-0.75177,5.69101,7.903259,-0.75177,5.69101,7.903259,-0.75177,5.69101,7.903259,0.223282,0.212646,0.573807,0.223282,0.212646,0.573807,0.223282,0.212646,0.573807,227,335,0,0,0.475,0.015686,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',37
-0.253784,6.059723,7.692566,-0.253784,6.059723,7.692566,-0.253784,6.059723,7.692566,-0.253784,6.059723,7.692566,0.047729,0.147385,-0.125381,0.047729,0.147385,-0.125381,317,719,0,0,0.625,0.015686,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',37
-0.253784,6.059723,7.692566,-0.253784,6.059723,7.692566,-0.253784,6.059723,7.692566,-0.253784,6.059723,7.692566,0.047729,0.147385,-0.125381,0.047729,0.147385,-0.125381,317,719,0,0,0.625,0.015686,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',37
-0.378281,5.657486,8.382095,-0.378281,5.657486,8.382095,-0.378281,5.657486,8.382095,-0.378281,5.657486,8.382095,-0.378281,5.657486,8.382095,-0.378281,5.657486,8.382095,551.6364,735.2894,6431.7383,655.8349,0.625,0.023529,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',37
-0.220261,5.681427,8.468277,-0.220261,5.681427,8.468277,-0.220261,5.681427,8.468277,-0.220261,5.681427,8.468277,0.034103,-0.077499,0.534943,0.034103,-0.077499,0.534943,1065.1525,787.9695,3344.6223,-774.5499,0.625,0.011765,'[Point(0, 1), Point(1, 1), Point(2, 1), Point(2, 0), Point(1, 0), Point(0, 0)]',37
